time,side,volume_internal,volume_grid,soc_after,cost_linear,cost_convex
2024-01-04 04:32:37.500000+00:00,charge,0.38,0.4,8.044473684210526,0.0,0.0
2024-01-04 04:32:37.500000+00:00,charge,1.52,1.6,9.564473684210526,0.0,0.0
2024-01-04 04:32:37.500000+00:00,discharge,4.947368421052632,4.7,4.617105263157894,19.789473684210527,25.35646416286186
2024-01-04 04:32:37.500000+00:00,charge,3.23,3.4,7.847105263157895,0.0,0.0
2024-01-04 04:32:37.500000+00:00,charge,0.57,0.6,8.417105263157895,0.0,0.0
2024-01-04 04:32:37.500000+00:00,discharge,5.2631578947368425,5.0,3.1539473684210524,21.05263157894737,28.71216338830109
2024-01-04 04:32:37.500000+00:00,charge,4.75,5.0,7.903947368421052,0.0,0.0
2024-01-04 04:32:37.500000+00:00,discharge,0.631578947368421,0.6,7.272368421052631,2.526315789473684,0.4808426548860846
2024-01-04 04:32:37.500000+00:00,discharge,0.2105263157894737,0.2,7.061842105263158,0.8421052631578948,0.16028088496202822
2024-01-04 04:33:41.094000+00:00,discharge,0.2105263157894737,0.2,6.851315789473684,0.8421052631578948,0.16028088496202822
2024-01-04 04:33:41.094000+00:00,charge,0.19,0.2,7.041315789473685,0.0,0.0
2024-01-04 04:46:49.156000+00:00,discharge,1.263157894736842,1.2,5.778157894736843,5.052631578947368,1.726308040497133
2024-01-04 04:46:49.156000+00:00,discharge,2.842105263157895,2.7,2.936052631578948,11.36842105263158,8.331780613132453
2024-01-04 04:46:49.156000+00:00,charge,4.465,4.7,7.401052631578947,0.0,0.0
2024-01-04 04:46:49.156000+00:00,charge,0.855,0.9,8.256052631578948,0.0,0.0
2024-01-04 04:46:49.156000+00:00,discharge,1.1578947368421053,1.1,7.098157894736842,4.631578947368421,1.4791510288475265
2024-01-04 04:46:49.156000+00:00,discharge,1.0526315789473684,1.0,6.045526315789474,4.2105263157894735,1.2319940171979193
2024-01-04 04:48:18.122000+00:00,discharge,0.10526315789473685,0.1,5.940263157894737,0.4210526315789474,0.08014044248101411
2024-01-04 06:16:22.056000+00:00,charge,1.045,1.1,6.985263157894737,0.0,0.0
2024-01-04 06:16:22.056000+00:00,discharge,1.368421052631579,1.3,5.616842105263158,5.473684210526316,1.97346505214674
2024-01-04 06:16:22.056000+00:00,charge,0.095,0.1,5.711842105263158,0.0,0.0
2024-01-04 06:16:22.056000+00:00,discharge,0.10526315789473685,0.1,5.606578947368421,0.4210526315789474,0.08014044248101411
2024-01-04 06:16:22.056000+00:00,charge,0.095,0.1,5.701578947368421,0.0,0.0
2024-01-04 06:18:26.100000+00:00,discharge,1.263157894736842,1.2,4.438421052631579,5.052631578947368,1.726308040497133
2024-01-04 06:18:26.100000+00:00,charge,1.045,1.1,5.483421052631579,0.0,0.0
2024-01-04 06:18:39.849000+00:00,discharge,0.10526315789473685,0.1,5.378157894736842,0.4210526315789474,0.08014044248101411
2024-01-04 06:18:39.849000+00:00,charge,0.095,0.1,5.4731578947368416,0.0,0.0
2024-01-04 06:18:50.473000+00:00,charge,4.9399999999999995,5.2,10.413157894736841,0.0,0.0
2024-01-04 06:18:50.473000+00:00,discharge,4.2105263157894735,4.0,6.202631578947368,16.842105263157894,18.327657249453114
2024-01-04 06:18:50.473000+00:00,discharge,1.8947368421052633,1.8,4.307894736842105,7.578947368421053,3.748897144470617
2024-01-04 06:18:50.473000+00:00,discharge,0.3157894736842105,0.3,3.992105263157894,1.263157894736842,0.2404213274430423
2024-01-04 06:18:50.473000+00:00,charge,0.285,0.3,4.277105263157894,0.0,0.0
2024-01-04 08:48:56.751000+00:00,charge,1.2349999999999999,1.3,5.512105263157894,0.0,0.0
2024-01-04 08:48:56.751000+00:00,discharge,1.263157894736842,1.2,4.248947368421051,5.052631578947368,1.726308040497133
2024-01-05 04:39:41.255000+00:00,charge,4.75,5.0,8.998947368421051,0.0,0.0
2024-01-05 04:39:41.255000+00:00,discharge,4.736842105263158,4.5,4.262105263157893,18.947368421052634,23.11933134590238
2024-01-05 04:39:41.255000+00:00,charge,4.75,5.0,9.012105263157892,0.0,0.0
2024-01-05 04:39:41.255000+00:00,discharge,4.736842105263158,4.5,4.2752631578947335,18.947368421052634,23.11933134590238
2024-01-05 04:41:52.004000+00:00,charge,0.19,0.2,4.465263157894734,0.0,0.0
2024-01-05 04:41:52.004000+00:00,discharge,0.10526315789473685,0.1,4.359999999999997,0.4210526315789474,0.08014044248101411
2024-01-05 04:41:52.004000+00:00,discharge,0.10526315789473685,0.1,4.25473684210526,0.4210526315789474,0.08014044248101411
2024-01-05 06:47:30.961000+00:00,charge,4.75,5.0,9.00473684210526,0.0,0.0
2024-01-05 06:47:30.961000+00:00,discharge,4.736842105263158,4.5,4.267894736842101,18.947368421052634,23.11933134590238
2024-01-06 01:26:08.134000+00:00,discharge,2.392894736842101,4.7,1.875,9.571578947368405,5.808548973915204
2024-01-06 01:26:08.134000+00:00,charge,0.19,0.2,2.065,0.0,0.0
2024-01-06 01:26:08.134000+00:00,charge,4.75,5.0,6.8149999999999995,0.0,0.0
2024-01-06 01:26:08.134000+00:00,charge,0.285,0.3,7.1,0.0,0.0
2024-01-06 01:26:08.134000+00:00,charge,4.75,5.0,11.85,0.0,0.0
2024-01-06 01:26:08.134000+00:00,discharge,4.947368421052632,4.7,6.902631578947368,19.789473684210527,25.35646416286186
2024-01-06 01:33:04.563000+00:00,charge,4.465,4.7,11.367631578947368,0.0,0.0
2024-01-06 01:33:04.563000+00:00,discharge,4.421052631578948,4.2,6.94657894736842,17.68421052631579,20.211175524752157
2024-01-06 01:33:04.563000+00:00,discharge,0.10526315789473685,0.1,6.841315789473683,0.4210526315789474,0.08014044248101411
2024-01-06 01:50:33.979000+00:00,charge,1.2349999999999999,1.3,8.076315789473682,0.0,0.0
2024-01-06 01:50:33.979000+00:00,discharge,0.3157894736842105,0.3,7.7605263157894715,1.263157894736842,0.2404213274430423
2024-01-06 01:50:33.979000+00:00,discharge,0.8421052631578948,0.8,6.918421052631577,3.368421052631579,0.7376799938987058
2024-01-06 02:24:49.805000+00:00,charge,3.515,3.7,10.433421052631576,0.0,0.0
2024-01-06 02:24:49.805000+00:00,discharge,3.5789473684210527,3.4,6.854473684210523,14.31578947368421,13.223847321667979
2024-01-06 02:36:33.405000+00:00,charge,0.285,0.3,7.1394736842105235,0.0,0.0
2024-01-06 02:36:33.405000+00:00,discharge,0.3157894736842105,0.3,6.823684210526313,1.263157894736842,0.2404213274430423
