time,side,volume,price,soc_before,soc_after,cost_convex,cost_linear
2024-02-13 09:00:00+00:00,discharge,4.75,102.87,6.625,1.875,23.259152146962343,19.0
2024-02-13 10:00:00+00:00,charge,5.0,12.15,1.875,6.625,0.0,0.0
2024-02-13 11:00:00+00:00,discharge,4.75,101.42,6.625,1.875,23.259152146962343,19.0
2024-02-13 12:00:00+00:00,charge,5.0,16.76,1.875,6.625,0.0,0.0
2024-02-13 13:00:00+00:00,discharge,4.75,103.17,6.625,1.875,23.259152146962343,19.0
2024-02-13 14:00:00+00:00,charge,5.0,14.53,1.875,6.625,0.0,0.0
2024-02-13 15:00:00+00:00,discharge,4.75,101.99,6.625,1.875,23.259152146962343,19.0
2024-02-13 16:00:00+00:00,charge,5.0,15.34,1.875,6.625,0.0,0.0
2024-02-13 17:00:00+00:00,discharge,4.75,105.18,6.625,1.875,23.259152146962343,19.0
2024-02-13 18:00:00+00:00,charge,5.0,15.52,1.875,6.625,0.0,0.0
2024-02-13 19:00:00+00:00,discharge,4.75,104.13,6.625,1.875,23.259152146962343,19.0
2024-02-13 20:00:00+00:00,charge,5.0,12.24,1.875,6.625,0.0,0.0
2024-02-13 21:00:00+00:00,discharge,4.75,104.12,6.625,1.875,23.259152146962343,19.0
2024-02-13 22:00:00+00:00,charge,5.0,14.4,1.875,6.625,0.0,0.0
2024-02-13 23:00:00+00:00,discharge,4.75,102.21,6.625,1.875,23.259152146962343,19.0
2024-02-14 00:00:00+00:00,charge,5.0,16.58,1.875,6.625,0.0,0.0
2024-02-14 01:00:00+00:00,discharge,4.75,104.75,6.625,1.875,23.259152146962343,19.0
2024-02-14 02:00:00+00:00,charge,5.0,13.45,1.875,6.625,0.0,0.0
2024-02-14 03:00:00+00:00,discharge,4.75,105.2,6.625,1.875,23.259152146962343,19.0
2024-02-14 04:00:00+00:00,charge,5.0,11.23,1.875,6.625,0.0,0.0
2024-02-14 05:00:00+00:00,discharge,4.75,96.94,6.625,1.875,23.259152146962343,19.0
2024-02-14 06:00:00+00:00,charge,5.0,12.0,1.875,6.625,0.0,0.0
2024-02-14 07:00:00+00:00,discharge,4.75,105.09,6.625,1.875,23.259152146962343,19.0
2024-02-14 08:00:00+00:00,charge,5.0,14.91,1.875,6.625,0.0,0.0
2024-02-14 09:00:00+00:00,discharge,4.75,103.99,6.625,1.875,23.259152146962343,19.0
2024-02-14 10:00:00+00:00,charge,5.0,17.0,1.875,6.625,0.0,0.0
2024-02-14 11:00:00+00:00,discharge,4.75,102.59,6.625,1.875,23.259152146962343,19.0
2024-02-14 12:00:00+00:00,charge,5.0,12.96,1.875,6.625,0.0,0.0
2024-02-14 13:00:00+00:00,discharge,4.75,101.98,6.625,1.875,23.259152146962343,19.0
2024-02-14 14:00:00+00:00,charge,5.0,13.02,1.875,6.625,0.0,0.0
2024-02-14 15:00:00+00:00,discharge,4.75,97.4,6.625,1.875,23.259152146962343,19.0
2024-02-14 16:00:00+00:00,charge,5.0,11.46,1.875,6.625,0.0,0.0
2024-02-14 17:00:00+00:00,discharge,4.75,99.66,6.625,1.875,23.259152146962343,19.0
2024-02-14 18:00:00+00:00,charge,5.0,13.57,1.875,6.625,0.0,0.0
2024-02-14 19:00:00+00:00,discharge,4.75,100.58,6.625,1.875,23.259152146962343,19.0
2024-02-14 20:00:00+00:00,charge,5.0,14.95,1.875,6.625,0.0,0.0
2024-02-14 21:00:00+00:00,discharge,4.75,96.01,6.625,1.875,23.259152146962343,19.0
2024-02-14 22:00:00+00:00,charge,5.0,11.01,1.875,6.625,0.0,0.0
2024-02-14 23:00:00+00:00,discharge,4.75,102.4,6.625,1.875,23.259152146962343,19.0
